job_id,job_title,company_type,industry,country,city,remote_type,experience_level,min_experience_years,salary_min_usd,salary_max_usd,posted_year,company_size,salary_mid,salary_range,role_category,period_type,market_total_ai_jobs,market_avg_salary_usd,market_remote_percentage,market_top_skill
D6MZSGIPPSFN,AI Researcher,MNC,Retail,India,Remote,Remote,Mid,2,102688,116087,2025,Large,109387.5,13399.0,Analytics,Projected,24784,129592,26,PyTorch
LUNJ48VFCX7L,MLOps Engineer,Research Lab,Retail,USA,Austin,Onsite,Entry,0,52112,84498,2025,Small,68305.0,32386.0,Engineering,Projected,28264,157838,78,Computer Vision
23Y30YSXPNNG,Machine Learning Engineer,MNC,Retail,Germany,Frankfurt,Onsite,Senior,5,143145,162423,2021,Small,152784.0,19278.0,Engineering,Historical,17048,108568,78,Azure
145BM1ENF313,Machine Learning Engineer,Research Lab,Retail,USA,New York,Hybrid,Senior,5,140715,168463,2022,Large,154589.0,27748.0,Engineering,Historical,55204,157026,39,GCP
V12II826GYUP,AI Researcher,MNC,Education,Australia,Remote,Remote,Mid,2,98641,118718,2021,Small,108679.5,20077.0,Analytics,Historical,50035,81059,30,Python
BRN7ZSEDFQS3,Data Scientist,Startup,Retail,Canada,Remote,Remote,Mid,2,104493,116455,2020,Medium,110474.0,11962.0,Analytics,Historical,27240,150343,74,R
I9NB74X2EK3Z,Machine Learning Engineer,Research Lab,Retail,USA,Boston,Hybrid,Mid,2,97349,125163,2020,Small,111256.0,27814.0,Engineering,Historical,78050,109581,81,Python
T0SEKKBP2QD6,Applied Scientist,Research Lab,Tech,USA,San Francisco,Hybrid,Entry,0,60353,81887,2024,Small,71120.0,21534.0,Analytics,Historical,18847,103070,63,AWS
PWIOXD9CSS9T,Data Analyst,MNC,Tech,Australia,Remote,Remote,Mid,2,100414,117677,2022,Medium,109045.5,17263.0,Analytics,Historical,19255,160260,26,R
2M0W10LBT3G2,Data Analyst,Research Lab,Retail,Australia,Remote,Remote,Mid,2,100350,110972,2026,Small,105661.0,10622.0,Analytics,Projected,57347,108156,71,GCP
KBHB7S9TJ1GM,Data Scientist,Research Lab,Healthcare,USA,Seattle,Onsite,Entry,0,54476,69078,2026,Medium,61777.0,14602.0,Analytics,Projected,49563,88686,29,Scikit-learn
6N9RR7S20CV3,Applied Scientist,MNC,Healthcare,UK,Birmingham,Hybrid,Mid,2,91680,107623,2022,Large,99651.5,15943.0,Analytics,Historical,39831,85227,84,PyTorch
ZFPQ06WPX2CY,Data Analyst,MNC,Education,Germany,Frankfurt,Hybrid,Senior,5,153125,179572,2025,Small,166348.5,26447.0,Analytics,Projected,61307,76942,79,Azure
YPEIXN8BFQNP,Data Scientist,Research Lab,Finance,USA,Remote,Remote,Senior,5,148674,167024,2023,Medium,157849.0,18350.0,Analytics,Historical,42906,139108,25,GCP
AGS6E1ZHWY9H,Machine Learning Engineer,Startup,Retail,Australia,Sydney,Hybrid,Entry,0,52828,88375,2023,Small,70601.5,35547.0,Engineering,Historical,18251,134856,62,Scikit-learn
ZTKKFZZGNI92,Machine Learning Engineer,MNC,Tech,Australia,Brisbane,Hybrid,Mid,2,95912,123154,2024,Medium,109533.0,27242.0,Engineering,Historical,23885,143568,71,SQL
5COZROOUELCQ,Applied Scientist,MNC,Finance,UK,London,Onsite,Senior,5,154384,173065,2025,Large,163724.5,18681.0,Analytics,Projected,15927,140333,83,AWS
S53SKF7I8SKC,Machine Learning Engineer,Research Lab,Education,India,Remote,Remote,Mid,2,94496,109101,2025,Medium,101798.5,14605.0,Engineering,Projected,24784,129592,26,PyTorch
XVUGW6M7B5C8,Applied Scientist,MNC,Finance,Canada,Toronto,Onsite,Senior,5,152565,173747,2023,Large,163156.0,21182.0,Analytics,Historical,70396,108982,66,Scikit-learn
6TXKI3OQYFOQ,AI Researcher,Research Lab,Finance,Australia,Remote,Remote,Mid,2,95121,128539,2022,Large,111830.0,33418.0,Analytics,Historical,19255,160260,26,R
SDIEQFB85P86,AI Researcher,Research Lab,Healthcare,Germany,Munich,Hybrid,Mid,2,93110,110221,2023,Large,101665.5,17111.0,Analytics,Historical,14857,130421,37,AWS
A8S8HMBR5XQT,Data Scientist,MNC,Finance,UK,Manchester,Hybrid,Mid,2,104458,113666,2025,Medium,109062.0,9208.0,Analytics,Projected,15927,140333,83,AWS
BUNKNQT3WVED,AI Researcher,MNC,Education,UK,London,Hybrid,Mid,2,95990,129738,2021,Small,112864.0,33748.0,Analytics,Historical,67009,138221,40,TensorFlow
BBZ2SF6F7LOW,AI Researcher,Research Lab,Healthcare,Canada,Vancouver,Onsite,Senior,5,148311,171702,2024,Medium,160006.5,23391.0,Analytics,Historical,72874,114911,71,R
3NY9V20YAR82,Applied Scientist,Research Lab,Finance,Australia,Melbourne,Onsite,Mid,2,101819,106682,2024,Medium,104250.5,4863.0,Analytics,Historical,23885,143568,71,SQL
FYB8DALFYO17,MLOps Engineer,Research Lab,Tech,India,Delhi,Onsite,Mid,2,101563,109524,2024,Small,105543.5,7961.0,Engineering,Historical,23453,107965,26,NLP
SLG6MM1ZXYVG,Machine Learning Engineer,MNC,Education,Canada,Montreal,Hybrid,Mid,2,94890,112368,2022,Medium,103629.0,17478.0,Engineering,Historical,29777,113169,73,SQL
ZLM72JEYN938,Machine Learning Engineer,MNC,Tech,Australia,Remote,Remote,Senior,5,144712,178400,2020,Medium,161556.0,33688.0,Engineering,Historical,70178,160724,49,Azure
RHT7ZEWVIYTW,Data Scientist,Startup,Retail,UK,Manchester,Onsite,Senior,5,145411,178506,2023,Small,161958.5,33095.0,Analytics,Historical,37780,159436,69,Python
89FX5RX1KKC1,MLOps Engineer,Research Lab,Finance,Australia,Remote,Remote,Entry,0,58767,89205,2025,Small,73986.0,30438.0,Engineering,Projected,61354,144132,79,GCP
9OR7875AUD9K,MLOps Engineer,Research Lab,Education,India,Hyderabad,Hybrid,Entry,0,58092,69397,2026,Large,63744.5,11305.0,Engineering,Projected,78139,97930,65,AWS
L0XZAMKYGVWO,Data Analyst,Research Lab,Healthcare,UK,London,Hybrid,Entry,0,51421,78134,2025,Small,64777.5,26713.0,Analytics,Projected,15927,140333,83,AWS
LIJI18K0AXYC,Data Scientist,MNC,Healthcare,India,Remote,Remote,Mid,2,92616,118284,2025,Large,105450.0,25668.0,Analytics,Projected,24784,129592,26,PyTorch
W7NH8RQ9NZ61,MLOps Engineer,Startup,Finance,Australia,Brisbane,Hybrid,Entry,0,61146,89731,2024,Small,75438.5,28585.0,Engineering,Historical,23885,143568,71,SQL
N7E36HTF4PYZ,Data Analyst,Startup,Education,Canada,Montreal,Hybrid,Senior,5,147298,156823,2023,Small,152060.5,9525.0,Analytics,Historical,70396,108982,66,Scikit-learn
CQ30O30UBMC9,Data Scientist,MNC,Tech,Canada,Vancouver,Hybrid,Senior,5,144703,168397,2021,Small,156550.0,23694.0,Analytics,Historical,42282,78606,75,PyTorch
N6Q7NC85E4E9,Data Analyst,Research Lab,Finance,Australia,Brisbane,Onsite,Mid,2,101925,112297,2026,Small,107111.0,10372.0,Analytics,Projected,57347,108156,71,GCP
ZPNIQFG51BXW,Data Scientist,Startup,Finance,USA,Seattle,Hybrid,Senior,5,141102,158306,2024,Small,149704.0,17204.0,Analytics,Historical,18847,103070,63,AWS
5IBPT11F9I6U,Applied Scientist,Research Lab,Healthcare,UK,Birmingham,Onsite,Senior,5,143881,164888,2021,Large,154384.5,21007.0,Analytics,Historical,67009,138221,40,TensorFlow
KC856WPR97Y2,AI Researcher,Research Lab,Retail,Canada,Remote,Remote,Mid,2,96688,109889,2022,Medium,103288.5,13201.0,Analytics,Historical,29777,113169,73,SQL
4KZ36U8UEIHX,Data Analyst,MNC,Tech,India,Chennai,Onsite,Entry,0,58775,88743,2026,Small,73759.0,29968.0,Analytics,Projected,78139,97930,65,AWS
VBC2VYHH6K6H,Machine Learning Engineer,Research Lab,Tech,USA,Seattle,Hybrid,Senior,5,152236,179717,2023,Small,165976.5,27481.0,Engineering,Historical,42906,139108,25,GCP
OILKQXLM5Q20,AI Researcher,Startup,Healthcare,Australia,Brisbane,Onsite,Entry,0,55126,78563,2020,Large,66844.5,23437.0,Analytics,Historical,70178,160724,49,Azure
J7UPFLN4RXYJ,Data Analyst,Research Lab,Retail,India,Hyderabad,Onsite,Entry,0,57550,70512,2025,Medium,64031.0,12962.0,Analytics,Projected,24784,129592,26,PyTorch
TG698S4C3BAE,MLOps Engineer,Startup,Tech,India,Remote,Remote,Senior,5,151586,159948,2020,Small,155767.0,8362.0,Engineering,Historical,61572,141737,63,Python
WYWRRATATJ9A,MLOps Engineer,Research Lab,Retail,Canada,Vancouver,Hybrid,Entry,0,63208,70874,2020,Small,67041.0,7666.0,Engineering,Historical,27240,150343,74,R
GS3JONOU9IY4,MLOps Engineer,Research Lab,Tech,Canada,Remote,Remote,Entry,0,51531,78280,2023,Medium,64905.5,26749.0,Engineering,Historical,70396,108982,66,Scikit-learn
AGRP2U4DTBH5,Applied Scientist,MNC,Healthcare,Canada,Toronto,Hybrid,Senior,5,140762,157436,2025,Medium,149099.0,16674.0,Analytics,Projected,8294,99435,45,SQL
G4AHF337KUU4,MLOps Engineer,Research Lab,Healthcare,Canada,Montreal,Onsite,Entry,0,56288,89759,2025,Small,73023.5,33471.0,Engineering,Projected,8294,99435,45,SQL
0MDICVWV8LW2,Data Analyst,MNC,Finance,Australia,Sydney,Onsite,Senior,5,145829,173121,2023,Medium,159475.0,27292.0,Analytics,Historical,18251,134856,62,Scikit-learn
N1KICJN2FOMD,AI Researcher,MNC,Healthcare,India,Delhi,Onsite,Senior,5,152473,163839,2020,Small,158156.0,11366.0,Analytics,Historical,61572,141737,63,Python
QTOAMDVLNKND,Applied Scientist,Startup,Education,USA,Remote,Remote,Mid,2,98537,110556,2025,Medium,104546.5,12019.0,Analytics,Projected,28264,157838,78,Computer Vision
KRCPPRCJIWVH,Data Scientist,Startup,Healthcare,India,Remote,Remote,Mid,2,90110,117966,2022,Large,104038.0,27856.0,Analytics,Historical,32285,155432,67,NLP
P3XVKVZRGOL0,MLOps Engineer,MNC,Education,UK,Manchester,Hybrid,Mid,2,102811,112943,2022,Medium,107877.0,10132.0,Engineering,Historical,39831,85227,84,PyTorch
7H9G1A07H23C,Data Analyst,Research Lab,Retail,Germany,Hamburg,Hybrid,Entry,0,52280,85753,2022,Small,69016.5,33473.0,Analytics,Historical,31930,124738,63,GCP
PNQVUT75PB8Z,Applied Scientist,Research Lab,Tech,Germany,Munich,Onsite,Senior,5,141791,163134,2025,Large,152462.5,21343.0,Analytics,Projected,61307,76942,79,Azure
WUXX8L2DDH0U,MLOps Engineer,Research Lab,Finance,Germany,Remote,Remote,Senior,5,147303,167259,2023,Medium,157281.0,19956.0,Engineering,Historical,14857,130421,37,AWS
F9RK7D30MM2S,AI Researcher,MNC,Tech,Australia,Brisbane,Onsite,Senior,5,147178,178658,2025,Medium,162918.0,31480.0,Analytics,Projected,61354,144132,79,GCP
BZAMD270STLP,Data Analyst,Startup,Retail,Germany,Remote,Remote,Mid,2,100317,111044,2021,Large,105680.5,10727.0,Analytics,Historical,17048,108568,78,Azure
05QPAHKZ2U2T,AI Researcher,MNC,Finance,Australia,Melbourne,Hybrid,Entry,0,57496,68734,2022,Large,63115.0,11238.0,Analytics,Historical,19255,160260,26,R
VWVM4W3ZKWDE,Data Scientist,Startup,Healthcare,UK,Birmingham,Onsite,Mid,2,91916,110998,2022,Large,101457.0,19082.0,Analytics,Historical,39831,85227,84,PyTorch
VUPRT77GGKG4,Applied Scientist,Startup,Healthcare,India,Chennai,Onsite,Mid,2,90157,120879,2021,Small,105518.0,30722.0,Analytics,Historical,63718,160170,37,TensorFlow
RYO4RCB1KJTG,Data Analyst,Research Lab,Retail,UK,Birmingham,Onsite,Senior,5,149006,171738,2020,Large,160372.0,22732.0,Analytics,Historical,76091,88490,70,NLP
T11PHP0XI5BJ,Data Scientist,MNC,Tech,USA,Boston,Hybrid,Mid,2,102707,112764,2021,Large,107735.5,10057.0,Analytics,Historical,5322,116022,30,Python
VPW232UTVG9K,Applied Scientist,MNC,Education,Canada,Vancouver,Onsite,Senior,5,154748,177259,2026,Small,166003.5,22511.0,Analytics,Projected,4000,164795,54,PyTorch
5E5IZ31YRUJO,Data Analyst,Startup,Tech,India,Bangalore,Hybrid,Mid,2,96600,121895,2025,Medium,109247.5,25295.0,Analytics,Projected,24784,129592,26,PyTorch
LA100QXMCTHP,Machine Learning Engineer,MNC,Healthcare,Australia,Melbourne,Hybrid,Mid,2,95289,114292,2022,Large,104790.5,19003.0,Engineering,Historical,19255,160260,26,R
4261BW4A7FQ9,Data Analyst,Startup,Finance,Canada,Remote,Remote,Senior,5,154453,176299,2022,Small,165376.0,21846.0,Analytics,Historical,29777,113169,73,SQL
MCXXBW01PDDH,Data Scientist,Startup,Education,Germany,Remote,Remote,Senior,5,143705,172021,2025,Medium,157863.0,28316.0,Analytics,Projected,61307,76942,79,Azure
ME4YRID3DNKN,Machine Learning Engineer,Research Lab,Finance,USA,Remote,Remote,Senior,5,141120,172383,2024,Small,156751.5,31263.0,Engineering,Historical,18847,103070,63,AWS
MH07WPH6FE0M,Data Analyst,MNC,Finance,Canada,Toronto,Onsite,Mid,2,94059,114075,2025,Small,104067.0,20016.0,Analytics,Projected,8294,99435,45,SQL
ZK7A45HVGOX2,Machine Learning Engineer,MNC,Retail,India,Delhi,Onsite,Senior,5,141847,162899,2023,Large,152373.0,21052.0,Engineering,Historical,23361,132495,31,PyTorch
5AMLN4PTGQ9C,Applied Scientist,Startup,Tech,Canada,Remote,Remote,Senior,5,144295,162069,2020,Small,153182.0,17774.0,Analytics,Historical,27240,150343,74,R
Z1POXTFDC79F,AI Researcher,MNC,Education,UK,Manchester,Onsite,Senior,5,150392,176293,2025,Large,163342.5,25901.0,Analytics,Projected,15927,140333,83,AWS
8II7EWBXXGAE,Data Scientist,Startup,Retail,USA,Seattle,Hybrid,Senior,5,145680,172137,2024,Large,158908.5,26457.0,Analytics,Historical,18847,103070,63,AWS
E2J51B3JCZUC,Data Analyst,Research Lab,Healthcare,Germany,Remote,Remote,Mid,2,90908,121371,2026,Large,106139.5,30463.0,Analytics,Projected,21320,150323,68,PyTorch
16YE0A4ABN7G,Data Scientist,Research Lab,Retail,India,Hyderabad,Hybrid,Mid,2,93678,115544,2021,Medium,104611.0,21866.0,Analytics,Historical,63718,160170,37,TensorFlow
UEYBISBO551L,Data Scientist,Research Lab,Retail,Australia,Melbourne,Hybrid,Entry,0,50130,77088,2021,Medium,63609.0,26958.0,Analytics,Historical,50035,81059,30,Python
IN8910T2F7AT,MLOps Engineer,Research Lab,Tech,Canada,Montreal,Hybrid,Senior,5,145488,155047,2026,Large,150267.5,9559.0,Engineering,Projected,4000,164795,54,PyTorch
DTIRC9ZD76SZ,AI Researcher,MNC,Tech,UK,Birmingham,Onsite,Mid,2,99515,108131,2024,Small,103823.0,8616.0,Analytics,Historical,62826,133255,29,PyTorch
UP8IJL2Z0LJC,Machine Learning Engineer,Startup,Education,Australia,Sydney,Hybrid,Senior,5,141785,160092,2020,Small,150938.5,18307.0,Engineering,Historical,70178,160724,49,Azure
EM1QQ4D3KZVH,AI Researcher,Startup,Tech,UK,Manchester,Hybrid,Mid,2,101651,113133,2022,Medium,107392.0,11482.0,Analytics,Historical,39831,85227,84,PyTorch
